opportunity_id,opportunity_name,account_name,rep_name,industry,segment,stage,deal_size,days_in_stage,close_date,created_date,win_loss
440,Deal Delta,Photofeed,Winona Weekes,Retail,Enterprise,Qualification,14361,42,5/3/2024,12/14/2023,Open
441,Deal Delta,Mita,Bruce Ickovic,Healthcare,Mid-Market,Prospecting,383730,37,8/11/2024,9/16/2024,Open
442,Deal Gamma,Shufflebeat,Tansy Sewart,Professional Services,Enterprise,Prospecting,379465,78,9/23/2024,1/14/2024,Open
443,Deal Beta,Devify,Truda Schettini,Manufacturing,SMB,Closed Lost,231864,4,7/22/2024,9/13/2023,Lost
444,Deal Beta,Yakidoo,Ailsun Binton,Retail,Mid-Market,Prospecting,237021,31,5/1/2024,11/24/2023,Open
445,Deal Delta,Yabox,Tootsie Sandford,Professional Services,Mid-Market,Qualification,461155,56,6/14/2024,11/6/2023,Open
446,Deal Beta,Roodel,Jacob Miskimmon,Manufacturing,Enterprise,Proposal,274025,80,4/14/2024,9/10/2024,Open
447,Deal Gamma,Wordpedia,Even Beccero,Retail,SMB,Prospecting,81388,43,1/3/2025,8/6/2024,Open
448,Deal Alpha,Avaveo,Lindy Cotelard,Financial Services,Mid-Market,Qualification,115718,60,3/13/2024,7/9/2023,Open
449,Deal Alpha,Vitz,Minny Alberti,Professional Services,SMB,Qualification,14750,4,5/11/2024,6/3/2024,Open
450,Deal Gamma,Topiczoom,Lotte Murphy,Manufacturing,Enterprise,Proposal,394092,42,4/8/2024,2/11/2024,Open
451,Deal Gamma,Twitterlist,Mariejeanne Spiaggia,Financial Services,Mid-Market,Negotiation,363458,18,5/23/2025,12/22/2024,Open
452,Deal Gamma,Brainsphere,Frederich Callam,Retail,Mid-Market,Closed Lost,82734,71,9/23/2024,12/4/2024,Lost
453,Deal Delta,Fadeo,Evelyn Howler,Professional Services,Enterprise,Proposal,460273,41,6/14/2024,11/11/2024,Open
454,Deal Gamma,Skippad,Rainer Ivakhin,Professional Services,Enterprise,Demo,412082,75,10/19/2025,5/15/2024,Open
455,Deal Alpha,Jaxnation,Ward Richford,Technology,SMB,Negotiation,329499,60,7/8/2025,11/25/2024,Open
456,Deal Gamma,Muxo,Merrilee Stronge,Professional Services,Mid-Market,Qualification,143759,41,6/4/2024,8/29/2023,Open
457,Deal Delta,Feedfire,Twila Reye,Healthcare,SMB,Negotiation,225463,71,12/15/2025,8/8/2024,Open
458,Deal Beta,Tagtune,Carita Mazzeo,Financial Services,Enterprise,Closed Lost,397182,5,2/18/2024,8/23/2023,Lost
459,Deal Beta,Teklist,Juan Surgen,Manufacturing,SMB,Proposal,354763,6,1/25/2025,5/5/2024,Open
460,Deal Alpha,Gabvine,Ahmed Cescot,Professional Services,Mid-Market,Demo,247502,69,11/8/2025,7/7/2024,Open
461,Deal Alpha,JumpXS,Tiffani Rummery,Technology,Enterprise,Demo,294864,37,7/6/2024,11/9/2024,Open
462,Deal Delta,Innojam,Mitzi Tripet,Retail,Enterprise,Negotiation,151737,9,6/22/2024,2/24/2024,Open
463,Deal Alpha,Katz,Lyda Galsworthy,Manufacturing,SMB,Closed Won,51705,35,4/25/2025,8/22/2024,Won
464,Deal Alpha,Gabtype,Cordelia Randales,Financial Services,Enterprise,Prospecting,285696,1,7/23/2024,7/13/2023,Open
465,Deal Delta,Edgetag,Enos Feldstein,Financial Services,Enterprise,Proposal,149609,41,4/18/2024,4/30/2024,Open
466,Deal Gamma,Lazzy,Donnie Sinton,Retail,SMB,Prospecting,439839,16,10/23/2025,4/13/2024,Open
467,Deal Alpha,Jayo,Lilyan Depka,Healthcare,Enterprise,Proposal,280647,64,3/16/2025,9/8/2023,Open
468,Deal Beta,Twitternation,Cecil Querree,Manufacturing,SMB,Prospecting,417792,70,10/9/2025,9/5/2024,Open
469,Deal Beta,Oozz,Dita Pinck,Professional Services,Enterprise,Demo,466431,81,9/18/2025,7/17/2023,Open
470,Deal Alpha,Fivespan,Ryann Normanville,Retail,Enterprise,Prospecting,71561,26,5/6/2025,5/14/2024,Open
471,Deal Gamma,Linktype,Quintana Epilet,Financial Services,Enterprise,Closed Lost,31276,53,12/27/2025,3/18/2024,Lost
472,Deal Gamma,Skyndu,Diandra Pfeiffer,Financial Services,Mid-Market,Prospecting,476378,75,12/10/2024,4/21/2024,Open
473,Deal Gamma,Divanoodle,Nathanil Vakhrushev,Healthcare,Mid-Market,Demo,489496,3,8/6/2024,6/2/2024,Open
474,Deal Gamma,Browsezoom,Rochette Trevena,Financial Services,Mid-Market,Qualification,301524,9,1/31/2025,8/4/2024,Open
475,Deal Delta,Browseblab,Eddy Rice,Healthcare,Mid-Market,Proposal,95770,53,10/22/2025,12/27/2024,Open
476,Deal Gamma,Photolist,Tally Tidman,Healthcare,Mid-Market,Prospecting,335402,47,9/19/2024,8/6/2024,Open
477,Deal Alpha,Innotype,Billy Eames,Technology,SMB,Prospecting,157794,16,3/26/2024,9/21/2024,Open
478,Deal Beta,Blognation,Estrella Brewett,Financial Services,SMB,Demo,461276,66,11/16/2025,9/17/2024,Open
479,Deal Gamma,Avamba,Marleen Simpkiss,Professional Services,Enterprise,Proposal,22140,39,10/6/2025,7/8/2023,Open
480,Deal Delta,Twitternation,Walsh Mandry,Healthcare,Mid-Market,Demo,172820,43,9/4/2025,8/20/2023,Open
481,Deal Beta,Rhyzio,Winne Matson,Healthcare,Enterprise,Qualification,61349,78,2/10/2024,12/10/2023,Open
482,Deal Alpha,Npath,Elnora Mordaunt,Healthcare,SMB,Demo,332069,57,12/9/2024,9/10/2024,Open
483,Deal Alpha,Mycat,Roley McCoish,Professional Services,SMB,Prospecting,196164,14,12/6/2025,12/3/2023,Open
484,Deal Alpha,Jatri,Kain Glasard,Technology,Enterprise,Proposal,298591,26,3/24/2024,10/26/2023,Open
485,Deal Alpha,Gigashots,Kelley Probyn,Healthcare,Enterprise,Proposal,71452,41,10/4/2025,6/5/2023,Open
486,Deal Gamma,Jazzy,Janie Nossent,Technology,SMB,Prospecting,358895,17,2/21/2024,5/12/2024,Open
487,Deal Beta,Meejo,Daron Moorman,Professional Services,Mid-Market,Demo,133035,12,10/26/2025,12/3/2023,Open
488,Deal Beta,Jabbersphere,Mickie Davidi,Professional Services,Mid-Market,Closed Won,351689,42,1/21/2024,2/4/2024,Won
489,Deal Alpha,Yamia,Edeline Grint,Retail,Mid-Market,Qualification,181061,37,3/28/2024,8/3/2024,Open
490,Deal Beta,Fatz,Jobey Prahl,Professional Services,SMB,Proposal,211579,32,7/20/2024,6/23/2024,Open
491,Deal Delta,Thoughtblab,Bev Le Provest,Manufacturing,Enterprise,Qualification,82486,84,12/7/2024,2/29/2024,Open
492,Deal Beta,Lazz,Yurik George,Financial Services,SMB,Qualification,128149,42,8/14/2025,7/31/2023,Open
493,Deal Gamma,Gigabox,Jeanine Arthan,Retail,SMB,Qualification,467139,68,1/27/2024,5/2/2024,Open
494,Deal Gamma,Voonix,Cahra Thor,Retail,Mid-Market,Negotiation,18354,86,2/18/2024,9/25/2024,Open
495,Deal Alpha,Thoughtbeat,Sheena Goundrill,Healthcare,SMB,Negotiation,45926,86,7/16/2024,3/31/2024,Open
496,Deal Alpha,Tagopia,Gav Bull,Technology,Enterprise,Proposal,331411,90,6/21/2025,6/15/2023,Open
497,Deal Beta,Meemm,Marshal Popeley,Retail,Mid-Market,Negotiation,25692,68,12/20/2024,9/8/2023,Open
498,Deal Gamma,Jaloo,Sonni Bleazard,Professional Services,Mid-Market,Negotiation,137987,88,10/17/2025,6/23/2024,Open
499,Deal Beta,Yata,Lark Gauntley,Technology,SMB,Prospecting,415584,74,6/18/2024,7/15/2024,Open
500,Deal Beta,Yadel,Ara Pashbee,Financial Services,Mid-Market,Closed Won,110983,23,2/16/2024,11/17/2024,Won
501,Deal Alpha,Skiptube,Ruperto Martinello,Manufacturing,SMB,Demo,215120,44,3/28/2025,6/3/2023,Open
502,Deal Beta,Oloo,Sig Haycox,Financial Services,SMB,Qualification,361088,82,2/10/2024,8/18/2024,Open
503,Deal Delta,Wikivu,Elisha Grinham,Manufacturing,Enterprise,Prospecting,401411,69,11/15/2024,4/16/2024,Open
504,Deal Beta,Ailane,Malanie Drysdell,Professional Services,SMB,Proposal,313297,55,3/20/2024,1/5/2024,Open
505,Deal Gamma,Devify,Lotty Robottom,Healthcare,Enterprise,Closed Lost,154280,50,3/31/2025,10/7/2024,Lost
506,Deal Beta,Riffpath,Davita Longman,Manufacturing,Mid-Market,Proposal,188130,89,6/11/2024,7/4/2024,Open
507,Deal Alpha,Mycat,Lizette Corness,Manufacturing,Mid-Market,Proposal,392062,66,6/6/2024,4/28/2024,Open
508,Deal Delta,Meedoo,Wyatt Klemmt,Financial Services,SMB,Prospecting,44924,35,6/5/2024,7/25/2024,Open
509,Deal Delta,Oyonder,Shayne Frankema,Technology,Mid-Market,Prospecting,435457,79,4/13/2025,9/3/2024,Open
510,Deal Beta,Thoughtstorm,Ann Wabersinke,Professional Services,SMB,Proposal,181818,75,10/14/2025,8/14/2023,Open
511,Deal Beta,Linktype,Chariot Dannohl,Technology,SMB,Closed Lost,354774,23,1/30/2024,6/19/2023,Lost
512,Deal Delta,Divape,Ugo Geistbeck,Financial Services,SMB,Qualification,108015,62,9/2/2025,10/16/2024,Open
513,Deal Alpha,Oyope,Way Bagenal,Technology,Enterprise,Qualification,332685,76,8/3/2025,8/23/2023,Open
514,Deal Delta,Thoughtstorm,Justis Bulfoy,Healthcare,Enterprise,Qualification,412941,51,12/2/2024,8/25/2024,Open
515,Deal Gamma,Skajo,Hanson Reggler,Retail,SMB,Proposal,207340,41,9/26/2025,4/3/2024,Open
516,Deal Gamma,Dynazzy,Annetta Sammut,Financial Services,SMB,Closed Lost,117557,88,2/12/2024,4/27/2024,Lost
517,Deal Alpha,Zoovu,Harri Carss,Manufacturing,Enterprise,Closed Won,317061,23,6/8/2025,6/1/2023,Won
518,Deal Beta,Linktype,Kalil Swadlen,Manufacturing,Enterprise,Qualification,15339,25,8/21/2024,10/22/2023,Open
519,Deal Gamma,Zooxo,Rebecca Bedell,Technology,Mid-Market,Qualification,289647,24,11/28/2024,9/10/2023,Open
520,Deal Beta,Realfire,Angelita Plaskitt,Healthcare,Enterprise,Qualification,269917,71,2/7/2024,2/1/2024,Open
521,Deal Alpha,Realbridge,Corinna Daburn,Manufacturing,Enterprise,Closed Won,71063,25,10/20/2025,5/6/2024,Won
522,Deal Delta,Eare,Drusilla Alpine,Healthcare,Mid-Market,Qualification,303410,81,7/10/2025,1/11/2024,Open
523,Deal Gamma,Oyonder,Bettine Tesimon,Technology,Mid-Market,Qualification,34306,14,4/21/2024,1/19/2024,Open
524,Deal Gamma,Yacero,Horst Franzolini,Healthcare,Mid-Market,Proposal,419429,36,1/15/2024,5/20/2024,Open
525,Deal Gamma,Yombu,Gavin Ensor,Technology,SMB,Qualification,379637,33,11/7/2024,12/3/2023,Open
526,Deal Alpha,Gabspot,Sanson Kinset,Retail,SMB,Prospecting,304770,2,1/16/2025,11/1/2023,Open
527,Deal Gamma,Oyonder,Harlan Sabbin,Technology,SMB,Prospecting,412015,69,9/5/2024,7/28/2024,Open
528,Deal Gamma,Yabox,Val Milkins,Retail,Mid-Market,Prospecting,163777,40,1/1/2025,10/31/2024,Open
529,Deal Beta,Feedfire,Baird Castilla,Financial Services,Enterprise,Demo,248203,30,1/25/2025,11/28/2024,Open
530,Deal Delta,Twimbo,Sherline Morrell,Technology,Enterprise,Proposal,439733,23,7/2/2024,1/22/2024,Open
531,Deal Delta,Realblab,Cele Lightbourn,Healthcare,Enterprise,Demo,275110,44,6/10/2025,8/23/2024,Open
532,Deal Alpha,Devpulse,Raeann Edis,Technology,SMB,Proposal,38751,20,7/22/2024,5/13/2024,Open
533,Deal Beta,Eabox,Joyous Wolstencroft,Professional Services,SMB,Proposal,213889,53,5/11/2024,8/1/2023,Open
534,Deal Gamma,Innotype,Papageno Leon,Technology,Mid-Market,Prospecting,192460,67,6/14/2025,11/18/2023,Open
535,Deal Alpha,Youbridge,Clifford Tebbutt,Retail,Enterprise,Proposal,418604,22,11/16/2025,11/18/2024,Open
536,Deal Alpha,Riffpath,Peterus Kelcher,Technology,Mid-Market,Negotiation,455184,69,11/7/2025,6/28/2024,Open
537,Deal Beta,Blogtag,Phebe Sheehy,Technology,Mid-Market,Prospecting,104857,86,4/3/2024,10/12/2023,Open
538,Deal Beta,Fivechat,Prentiss Hedon,Manufacturing,SMB,Closed Won,207719,14,8/7/2025,11/26/2023,Won
539,Deal Gamma,Edgewire,Blaine Ackeroyd,Financial Services,Mid-Market,Negotiation,302566,74,9/29/2024,10/3/2023,Open
540,Deal Alpha,Twitterlist,Rozele Rubinowitsch,Retail,Enterprise,Demo,15472,41,2/11/2025,12/9/2023,Open
541,Deal Delta,Avamba,Alisa Enticott,Healthcare,Enterprise,Proposal,215185,29,7/29/2024,6/4/2024,Open
542,Deal Alpha,Twimm,Sybilla Woolforde,Technology,Enterprise,Closed Won,472118,42,3/9/2024,8/29/2024,Won
543,Deal Beta,Twiyo,Ondrea Bossom,Professional Services,Enterprise,Prospecting,473901,42,7/1/2025,11/22/2024,Open
544,Deal Alpha,Thoughtbridge,Ellsworth Swindon,Healthcare,Enterprise,Proposal,117017,53,2/24/2024,12/19/2024,Open
545,Deal Beta,Meeveo,Helenelizabeth Guerra,Financial Services,Enterprise,Demo,452552,87,7/22/2025,7/20/2023,Open
546,Deal Gamma,Edgeify,Cleveland Gowman,Retail,Mid-Market,Qualification,164232,1,11/30/2025,1/17/2024,Open
547,Deal Beta,Wikizz,Crysta Searsby,Retail,Mid-Market,Negotiation,32582,68,6/13/2025,10/15/2023,Open
548,Deal Gamma,Kwimbee,Bartlett Branston,Healthcare,Enterprise,Closed Won,446278,48,4/22/2024,5/29/2024,Won
549,Deal Beta,Agivu,Udell Ricold,Professional Services,Mid-Market,Closed Won,130288,23,6/15/2024,6/8/2024,Won
550,Deal Alpha,InnoZ,Tiler Noice,Manufacturing,Enterprise,Closed Won,402358,78,3/4/2024,8/4/2023,Won
551,Deal Alpha,Skinix,Webb Wichard,Manufacturing,SMB,Prospecting,84547,7,7/11/2024,3/21/2024,Open
552,Deal Beta,Eare,Julian Ivamy,Technology,Enterprise,Prospecting,108991,52,3/30/2024,8/2/2023,Open
553,Deal Alpha,Skippad,Kathy Conlon,Retail,Mid-Market,Qualification,250076,46,2/19/2024,11/13/2024,Open
554,Deal Beta,Voomm,Sarajane Corking,Healthcare,Mid-Market,Proposal,128403,3,8/20/2025,7/1/2024,Open
555,Deal Delta,Wikivu,Neal Garahan,Retail,Mid-Market,Qualification,360969,40,7/10/2024,9/25/2024,Open
556,Deal Gamma,Leenti,Letty Aizik,Retail,Enterprise,Prospecting,164045,56,4/25/2025,7/15/2024,Open
557,Deal Alpha,Photofeed,Ferdinand Berardt,Professional Services,SMB,Proposal,258762,7,9/13/2024,9/3/2023,Open
558,Deal Delta,Mynte,Rubina Essberger,Technology,Enterprise,Prospecting,125775,2,8/3/2024,5/27/2024,Open
559,Deal Alpha,Shufflester,Melodie Kemmett,Healthcare,Mid-Market,Prospecting,22144,69,6/3/2024,9/26/2024,Open
560,Deal Alpha,Jabberbean,Beryle Beadel,Manufacturing,SMB,Demo,63507,89,3/9/2024,12/8/2023,Open
561,Deal Beta,Bubbletube,Elroy Fewlass,Professional Services,Mid-Market,Negotiation,440577,4,2/5/2025,6/5/2024,Open
562,Deal Gamma,Meetz,Regan Gutridge,Retail,Mid-Market,Proposal,474795,14,10/24/2024,7/22/2023,Open
563,Deal Gamma,DabZ,Christian Borzone,Healthcare,SMB,Proposal,68293,57,12/22/2025,8/18/2024,Open
564,Deal Gamma,Skyndu,Filberto Quarlis,Financial Services,SMB,Negotiation,418683,88,10/12/2024,3/8/2024,Open
565,Deal Beta,Fadeo,Joletta Davidsson,Professional Services,Enterprise,Prospecting,282339,90,6/9/2024,7/30/2024,Open
566,Deal Delta,Wikido,Monty Bollard,Financial Services,SMB,Proposal,300613,63,3/10/2025,2/11/2024,Open
567,Deal Alpha,Rhynyx,Sanders Burchess,Professional Services,Enterprise,Closed Lost,292602,86,2/20/2025,8/21/2023,Lost
568,Deal Delta,Kayveo,Lorena Gorger,Financial Services,SMB,Closed Lost,217571,87,8/2/2024,2/24/2024,Lost
569,Deal Gamma,Rooxo,Bernardo Grumble,Healthcare,Enterprise,Closed Won,482050,27,12/15/2025,8/21/2023,Won
570,Deal Delta,Realcube,Eunice Newland,Manufacturing,SMB,Qualification,204249,5,2/6/2025,3/14/2024,Open
571,Deal Alpha,Devbug,Tatiana Harvie,Healthcare,Mid-Market,Qualification,225947,30,9/10/2024,9/24/2024,Open
572,Deal Beta,Realbuzz,Glynn Sansome,Healthcare,Mid-Market,Qualification,423337,13,5/29/2025,10/27/2024,Open
573,Deal Beta,Oozz,Merl McGeoch,Technology,Mid-Market,Proposal,464349,61,9/10/2025,1/13/2024,Open
574,Deal Beta,Meedoo,Bridgette Gegay,Financial Services,SMB,Prospecting,330462,20,1/23/2024,6/28/2023,Open
575,Deal Delta,Kaymbo,Emlyn Beckford,Technology,Mid-Market,Closed Lost,70511,26,12/27/2025,10/7/2024,Lost
576,Deal Beta,Wordtune,Jorge Bramwell,Financial Services,Enterprise,Proposal,173214,83,12/17/2025,6/15/2023,Open
577,Deal Beta,Riffpath,Lanna Dearnly,Healthcare,SMB,Demo,126033,63,7/12/2025,12/29/2024,Open
578,Deal Delta,Zava,Otis Danbrook,Manufacturing,Enterprise,Prospecting,403155,61,4/17/2024,9/12/2024,Open
579,Deal Beta,Vinder,Luelle Heijne,Professional Services,Mid-Market,Qualification,241709,68,12/6/2025,4/16/2024,Open
580,Deal Alpha,Eimbee,Loren Peal,Professional Services,Enterprise,Demo,70985,3,8/18/2025,10/24/2024,Open
581,Deal Delta,Wikizz,Beilul Carpe,Healthcare,Mid-Market,Qualification,484560,40,2/12/2024,6/10/2023,Open
582,Deal Alpha,Trudeo,Talbert Kick,Technology,Enterprise,Demo,160819,28,12/8/2025,3/3/2024,Open
583,Deal Alpha,Eare,Morrie Meiningen,Healthcare,SMB,Proposal,378812,35,4/1/2025,5/29/2024,Open
584,Deal Gamma,Flashset,Jodee Hanscomb,Healthcare,Enterprise,Proposal,391020,72,1/12/2025,11/16/2024,Open
585,Deal Gamma,Pixope,Constantino Crookshanks,Technology,SMB,Proposal,21129,6,9/4/2025,5/28/2024,Open
586,Deal Beta,Voolia,De witt Boldry,Financial Services,Enterprise,Prospecting,198094,4,10/23/2024,12/25/2023,Open
587,Deal Beta,Brainsphere,Ludovico Rubinshtein,Financial Services,Enterprise,Prospecting,310892,15,2/16/2024,1/30/2024,Open
588,Deal Beta,Eamia,Goddart Klimochkin,Technology,Enterprise,Qualification,70210,43,6/5/2024,8/13/2023,Open
589,Deal Delta,Wordware,Reeba Brisson,Retail,Enterprise,Proposal,73702,81,6/13/2025,9/23/2024,Open
590,Deal Gamma,Kwimbee,Lonny De Malchar,Technology,Enterprise,Prospecting,356944,34,6/10/2025,7/1/2024,Open
591,Deal Beta,Fadeo,Julian Poag,Technology,SMB,Qualification,196392,75,11/1/2025,10/19/2024,Open
592,Deal Delta,Ainyx,Chantal Duiged,Financial Services,SMB,Demo,39812,9,12/12/2024,8/8/2023,Open
593,Deal Alpha,Skilith,Cristie Purbrick,Financial Services,Mid-Market,Prospecting,11836,85,2/26/2025,8/17/2024,Open
594,Deal Beta,Flashdog,Sigmund Maddaford,Retail,SMB,Demo,238302,73,2/2/2025,10/9/2024,Open
595,Deal Gamma,Flashspan,Karlen Filipov,Healthcare,Mid-Market,Demo,13485,55,2/9/2025,11/22/2023,Open
596,Deal Beta,Blogspan,Dewie Emanuel,Financial Services,Enterprise,Prospecting,16270,34,7/10/2025,7/24/2023,Open
597,Deal Gamma,Yakidoo,Minni Schach,Professional Services,SMB,Qualification,461406,20,10/5/2025,6/21/2023,Open
598,Deal Alpha,Jabbertype,Kelli Dodshon,Healthcare,Mid-Market,Negotiation,116716,77,6/25/2025,5/5/2024,Open
599,Deal Beta,Vipe,Rhiamon Worsham,Retail,SMB,Prospecting,34240,78,1/17/2024,11/22/2023,Open
600,Deal Gamma,Zazio,Nichol Beckensall,Retail,SMB,Closed Won,496650,19,11/6/2025,11/23/2024,Won
601,Deal Beta,Tagchat,Emelita Scase,Healthcare,Enterprise,Prospecting,442113,28,10/8/2024,6/11/2023,Open
602,Deal Gamma,Jazzy,Jilleen Bram,Financial Services,Mid-Market,Prospecting,25846,50,6/9/2024,10/13/2023,Open
603,Deal Gamma,Divanoodle,Jefferson Matveichev,Retail,Enterprise,Proposal,310865,77,10/9/2024,8/29/2024,Open
604,Deal Beta,Eamia,Sumner Meads,Retail,SMB,Prospecting,365944,58,11/15/2025,9/15/2023,Open
605,Deal Alpha,Jazzy,Mikaela Mertsching,Retail,Mid-Market,Prospecting,438736,90,12/17/2024,1/10/2024,Open
606,Deal Beta,Kamba,Starlene Measor,Healthcare,Enterprise,Demo,37311,75,2/26/2025,11/19/2024,Open
607,Deal Gamma,Dynazzy,Danny Hucklesby,Financial Services,SMB,Qualification,341691,19,7/22/2025,2/21/2024,Open
608,Deal Gamma,Blogtags,Gladi O'Sheerin,Retail,Mid-Market,Closed Lost,494089,50,10/13/2025,8/23/2023,Lost
609,Deal Alpha,Camimbo,Bert De Fraine,Financial Services,Mid-Market,Closed Won,13381,82,5/27/2024,9/23/2024,Won
610,Deal Alpha,Edgetag,Betta Frayling,Financial Services,Mid-Market,Demo,116863,53,6/11/2025,8/9/2024,Open
611,Deal Alpha,Npath,Elane Lamperti,Manufacturing,SMB,Prospecting,363236,77,10/7/2025,8/23/2024,Open
612,Deal Gamma,Innojam,Jake Ferronel,Financial Services,Mid-Market,Proposal,449792,15,7/28/2024,12/11/2023,Open
613,Deal Delta,Lajo,Misty Yatman,Healthcare,Mid-Market,Proposal,258257,88,10/24/2024,6/16/2024,Open
614,Deal Beta,Twitterwire,Quintin Dailey,Professional Services,SMB,Qualification,97542,66,4/26/2025,3/6/2024,Open
615,Deal Delta,Rhybox,Sylas Pinnijar,Retail,Mid-Market,Closed Won,42575,67,6/7/2025,6/8/2023,Won
616,Deal Delta,Browsedrive,Lanni Broderick,Manufacturing,Enterprise,Closed Won,110527,45,11/4/2025,12/18/2024,Won
617,Deal Beta,Jaxworks,Ferris Gameson,Healthcare,SMB,Demo,386279,41,9/7/2025,6/13/2024,Open
618,Deal Delta,Izio,Zacharie Skoate,Manufacturing,Mid-Market,Prospecting,123091,23,10/27/2024,12/30/2024,Open
619,Deal Alpha,Dabshots,Berta Huske,Retail,Enterprise,Qualification,494780,43,6/18/2024,8/26/2024,Open
620,Deal Alpha,Avamm,Sasha Stockdale,Technology,SMB,Qualification,428511,64,3/9/2025,9/9/2024,Open
621,Deal Gamma,Bubbletube,Opalina Truggian,Financial Services,Enterprise,Demo,477040,30,7/31/2024,9/17/2024,Open
622,Deal Alpha,Myworks,Glenine Lunney,Manufacturing,SMB,Demo,99836,37,11/24/2025,12/18/2023,Open
623,Deal Beta,Voomm,Benedetta Khristyukhin,Healthcare,Mid-Market,Closed Won,386633,1,4/23/2025,10/21/2024,Won
624,Deal Gamma,Devcast,Tarrah Owttrim,Technology,SMB,Demo,258976,61,7/21/2024,11/19/2023,Open
625,Deal Gamma,Skyndu,Kariotta Bonett,Technology,SMB,Negotiation,468168,63,12/15/2024,11/28/2024,Open
626,Deal Delta,Plambee,Parnell Rohfsen,Professional Services,Mid-Market,Prospecting,450584,8,10/29/2025,6/24/2023,Open
627,Deal Beta,Tazz,Camila Hinstridge,Technology,Enterprise,Demo,129309,31,6/2/2024,6/8/2024,Open
628,Deal Beta,Topdrive,Conrade Spritt,Healthcare,Enterprise,Qualification,411974,41,12/12/2025,9/10/2024,Open
629,Deal Beta,Topicblab,Burtie Toner,Professional Services,SMB,Closed Lost,463533,34,6/5/2025,9/26/2024,Lost
630,Deal Beta,Twinte,Olenolin Orneles,Retail,Mid-Market,Prospecting,212637,74,3/15/2025,9/12/2024,Open
631,Deal Gamma,Talane,Niko Defew,Professional Services,Enterprise,Negotiation,20336,45,1/10/2025,8/27/2023,Open
632,Deal Beta,Skimia,Trefor Craydon,Manufacturing,Enterprise,Qualification,27201,12,7/24/2025,7/1/2024,Open
633,Deal Beta,Yombu,Rod Redmille,Financial Services,Mid-Market,Prospecting,49609,88,6/4/2025,6/3/2023,Open
634,Deal Beta,Yodo,Melvyn Raw,Professional Services,Mid-Market,Prospecting,163698,78,9/16/2025,2/4/2024,Open
635,Deal Beta,Camimbo,Rici Elstub,Manufacturing,Mid-Market,Prospecting,16990,30,2/17/2024,5/1/2024,Open
636,Deal Delta,Vitz,Sutton Kleingrub,Retail,SMB,Closed Won,338473,51,4/20/2024,11/7/2024,Won
637,Deal Alpha,Eare,Alair Wethey,Manufacturing,Enterprise,Negotiation,487615,36,5/6/2024,6/22/2023,Open
638,Deal Gamma,Reallinks,Izak Pickston,Professional Services,Mid-Market,Demo,14323,23,12/6/2025,12/23/2023,Open
639,Deal Gamma,Browseblab,Noemi Clardge,Technology,Mid-Market,Prospecting,137349,25,7/10/2025,2/13/2024,Open
640,Deal Delta,Camimbo,Lian Kohnert,Technology,Enterprise,Negotiation,468645,46,6/23/2024,3/17/2024,Open
641,Deal Beta,Mymm,Janaya Quaif,Healthcare,Mid-Market,Prospecting,261122,57,11/24/2025,10/3/2024,Open
642,Deal Gamma,Omba,Vanny McKern,Technology,Mid-Market,Negotiation,130808,43,9/25/2025,10/14/2023,Open
643,Deal Delta,Tagfeed,Clemmy Ellinor,Manufacturing,SMB,Prospecting,492919,76,4/5/2025,7/27/2024,Open
644,Deal Gamma,Buzzbean,Byran Swinburne,Professional Services,Mid-Market,Qualification,475381,17,7/11/2024,10/15/2024,Open
645,Deal Delta,Mynte,Cazzie McIlhatton,Retail,SMB,Prospecting,264168,1,8/17/2024,9/19/2024,Open
646,Deal Beta,Roomm,Tull Ivakhin,Manufacturing,SMB,Proposal,312750,25,8/2/2025,6/10/2024,Open
647,Deal Gamma,Topicblab,Doralynne MacDougal,Technology,SMB,Qualification,245445,10,10/27/2025,1/10/2024,Open
648,Deal Gamma,Voomm,Daffi Lober,Financial Services,SMB,Prospecting,23353,10,5/28/2025,4/1/2024,Open
649,Deal Beta,Edgeclub,Ray Ciardo,Healthcare,Mid-Market,Proposal,376537,41,8/6/2025,10/10/2024,Open
650,Deal Alpha,Realcube,Jacqueline Jeeves,Retail,Mid-Market,Prospecting,225894,71,12/17/2025,10/24/2024,Open
651,Deal Beta,Centizu,Emelia Hallows,Financial Services,Mid-Market,Negotiation,455189,16,6/3/2025,8/21/2024,Open
652,Deal Alpha,Innojam,Winna Tasch,Retail,SMB,Proposal,359493,54,8/6/2025,9/17/2023,Open
653,Deal Delta,Tambee,Shirlee Wendover,Professional Services,Mid-Market,Demo,264523,49,3/10/2025,9/1/2023,Open
654,Deal Alpha,Voonyx,Lazaro MacEnelly,Technology,Enterprise,Prospecting,51896,59,7/6/2025,7/8/2024,Open
655,Deal Beta,Jabbersphere,Eldredge Glenister,Manufacturing,Mid-Market,Prospecting,280399,87,8/1/2024,10/1/2023,Open
656,Deal Gamma,Feedbug,Waldon Jeste,Technology,Mid-Market,Qualification,340267,36,10/20/2024,11/7/2023,Open
657,Deal Gamma,Jaxnation,Tandi Tegler,Professional Services,Mid-Market,Proposal,380023,40,10/19/2024,7/13/2023,Open
658,Deal Alpha,Babblestorm,Suzette Kloster,Manufacturing,SMB,Qualification,137723,38,5/3/2025,11/9/2023,Open
659,Deal Beta,Yata,Agata Macklin,Manufacturing,Mid-Market,Demo,276002,19,8/2/2025,11/5/2024,Open
